1e+09 -11.12 36.867 0.47257 -2.4382
1e+09 184.04 37.12 -3.8662 -1.4782
1e+09 3.0429 -106.1 -0.52323 3.5454
1e+09 40.763 6.14 -0.91937 1.0819
1e+09 -43.439 -74.611 -1.9533 2.5777
1e+09 -102.21 123.6 -2.3374 0.9198
1e+09 -57.085 43.536 1.2145 2.8193
1e+09 -93.34 -66.014 -2.7024 -3.6229
1e+09 -153.37 263.94 1.3203 1.9153
1e+09 -101.54 96.659 3.4613 1.0321
1e+09 -60.912 37.863 -2.09 0.80936
1e+09 1.3498 80.795 -3.2615 -0.19107
1e+09 4.7836 61.127 -0.099679 0.41344
1e+09 -163.47 -146.93 1.278 -2.24
1e+09 52.728 -83.604 0.15363 0.82007
1e+09 135.56 -22.924 0.87635 -1.8838
1e+09 4.8035 -157.77 2.9725 -3.2084
1e+09 -55.314 -105.98 4.2388 2.2791
1e+09 224.13 103.43 -0.44691 -2.0686
1e+09 -7.5427 47.229 1.0179 1.7492
1e+09 52.659 102.78 0.66588 -1.7789
1e+09 37.353 -6.8354 0.5601 -0.63551
1e+09 -81.136 24.194 -0.50098 4.6917
1e+09 -71.536 74.326 3.2366 1.6065
1e+09 -60.762 -29.517 1.0005 -0.60853
1e+09 106.55 72.186 -0.96022 -0.19964
1e+09 24.044 -154.88 0.63962 0.41911
1e+09 71.687 -10.156 -0.47001 0.42547
1e+09 -3.539 119.7 -1.1259 -3.4127
1e+09 -29.62 -16.14 0.8326 -2.1522
1e+09 68.175 18.48 0.022879 -2.1537
1e+09 110.37 53.069 -1.4593 -4.4114
1e+09 -189.44 137.22 2.115 -1.6333
1e+09 25.059 250.66 1.1161 -2.8297
1e+09 -45.925 -242.83 -3.0513 1.7108
1e+09 -44.059 -6.2669 3.1197 4.144
1e+09 0.75119 -87.56 3.5958 -4.2231
1e+09 83.27 2.0058 -1.6322 2.5472
1e+09 -41.297 -53.933 3.217 -1.0318
1e+09 -23.461 -10.604 1.4802 0.85826
1e+09 -34.935 59.268 0.65991 0.26427
1e+09 225.37 140.79 0.51111 -0.50365
1e+09 -106.6 188.71 -0.39206 2.2225
1e+09 10.476 46.112 -0.49914 2.3269
1e+09 1.0737 79.395 -0.55536 0.959
1e+09 -13.92 83.689 0.16477 -0.33507
1e+09 57.291 -65.974 2.2718 -1.5374
1e+09 22.662 -11.638 -3.7007 0.26458
1e+09 -87.464 -31.846 0.69257 -0.058869
1e+09 209.11 36.525 0.24351 1.3179
1e+09 179.43 8.3643 2.334 -1.1041
1e+09 137.3 111.82 1.1931 1.9963
1e+09 16.091 71.418 -3.314 -0.083497
1e+09 -84.367 63.528 3.8784 0.13932
1e+09 90.61 7.0119 -0.67003 -1.6249
1e+09 -112.06 49.398 -4.2378 0.94387
1e+09 54.483 -2.9864 -2.1242 -2.9102
1e+09 -27.405 -64.033 -3.03 -1.2499
1e+09 104.67 61.678 3.235 -1.6838
1e+09 -22.869 36.354 0.94679 1.523
1e+09 -211.91 97.16 2.3992 1.8995
1e+09 -92.545 16.031 0.87819 0.41465
1e+09 -195.17 102.18 -3.0031 -2.308
1e+09 106.33 138.6 -3.5301 -0.11312
1e+09 -51.986 -138.31 2.13 -3.9422
1e+09 -66.583 -52.641 0.2723 3.2254
1e+09 177.62 -55.643 -1.5447 -0.67447
1e+09 -37.454 -142.35 -1.4974 -1.0648
1e+09 -138.63 -58.128 1.7084 -1.7467
1e+09 -83.326 -13.912 4.6657 0.37885
1e+09 42.241 -71.654 -1.7622 -1.4661
1e+09 157.12 -249.27 -0.51036 -0.81115
1e+09 9.7879 55.979 1.0733 -1.8421
1e+09 -24.785 -5.434 3.9472 -2.2058
1e+09 33.19 -159.67 0.48001 2.7581
1e+09 -154.38 -243.02 -0.87776 0.027532
1e+09 -8.1337 63.343 -0.11182 0.99704
1e+09 8.3363 134.57 -2.199 1.7101
1e+09 -80.877 195.21 -1.077 -0.88886
1e+09 -80.199 -2.5864 -1.7367 -1.3074
1e+09 30.039 -95.584 0.55285 -1.5218
1e+09 40.394 -102.19 -1.162 3.8252
1e+09 47.076 -172.01 -1.3236 1.7152
1e+09 48.677 -88.701 2.1168 -0.27904
1e+09 -11.739 -26.149 0.89738 -1.4839
1e+09 -88.108 -133.6 1.7409 -1.0936
1e+09 -90.374 -329.14 1.2491 0.040431
1e+09 -33.342 -120.13 0.93005 1.446
1e+09 36.5 -51.99 -3.0433 1.0932
1e+09 -73.854 -199.87 2.4608 -0.84705
1e+09 -48.884 128.35 -0.39151 -0.99256
1e+09 -17.077 -222.72 -2.2444 -3.2359
1e+09 -31.691 -190.03 -0.30996 1.532
1e+09 27.049 -75.726 -2.9461 1.2783
1e+09 173.1 -61.504 1.7201 2.2112
1e+09 114.97 -121.7 -0.12716 2.2859
1e+09 -24.919 -61.741 -1.0706 -0.90309
1e+09 56.696 7.3884 0.042911 1.0233
1e+09 84.348 -126.75 1.1057 0.91537
1e+09 175.11 1.952 0.76672 2.652
1e+09 -17.574 184.15 -2.762 0.74267
1e+09 -46.469 -4.1414 2.7697 0.43331
1e+09 -57.129 67.065 0.70113 -3.0052
1e+09 -12.251 31.144 2.0092 -2.3841
1e+09 -42.788 38.497 0.32002 -0.66736
1e+09 18.133 137.97 -0.61016 -0.31317
1e+09 155.18 60.694 1.0788 2.6192
1e+09 -130.62 6.9269 -1.6704 -0.36057
1e+09 93.676 -65.547 1.7043 -0.45105
1e+09 -25.391 24.413 1.3665 0.94283
1e+09 -116.76 -10.678 -0.20013 3.444
1e+09 41.203 -1.0402 -2.2555 1.5128
1e+09 -5.0295 -83.673 -0.5554 1.6108
1e+09 -50.041 181.89 4.5251 -2.158
1e+09 -53.958 102.39 0.79872 -3.387
1e+09 -95.57 226.37 0.25923 -2.3049
1e+09 85.937 32.149 -2.5965 -4.9365
1e+09 38.568 45.097 1.6153 -0.59507
1e+09 194.42 97.301 0.82421 -1.1208
1e+09 113.69 63.385 2.8408 1.7192
1e+09 -42.231 32.669 -1.4297 2.0722
1e+09 -53.996 59.417 -0.1641 0.29985
1e+09 134.78 22.743 0.79719 1.6868
1e+09 127.63 35.138 0.044604 -1.7561
1e+09 -10.568 -225.46 1.8592 0.79759
1e+09 21.509 -55.737 -2.4582 -3.5845
1e+09 80.675 17.973 0.29042 -2.5598
1e+09 -90.662 33.357 0.1933 -2.7834
1e+09 28.415 -124.01 -1.2267 -1.7841
1e+09 -6.0185 -241.57 -0.35174 0.39841
1e+09 -11.109 -28.031 -0.23582 -5.7254
1e+09 -95.452 -3.9718 4.7758 2.7279
1e+09 11.791 -102.95 1.0636 2.8065
1e+09 126 106.74 1.9121 2.2722
1e+09 -150.73 132.4 -2.0035 0.53742
1e+09 -11.077 -75.305 -3.5228 -0.20969
1e+09 173.74 -89.135 0.51902 -2.1275
1e+09 111.08 -126.87 2.37 -1.1182
