1e+09 814.72 277.39 0.99407 1.948
1e+09 905.79 622.84 0.85346 1.7589
1e+09 126.99 453.65 0.46559 1.0634
1e+09 913.38 266.31 1.5121 1.1216
1e+09 632.36 369.91 1.6316 1.1415
1e+09 97.54 100.55 0.89935 1.013
1e+09 278.5 567.33 0.77577 1.7088
1e+09 546.88 650.56 0.78314 0.43164
1e+09 957.51 847.29 0.66528 1.1306
1e+09 964.89 244.92 0.096121 0.52499
1e+09 157.61 26.436 0.41949 1.7854
1e+09 970.59 645.9 0.84455 1.6743
1e+09 957.17 848.71 0.58166 1.7602
1e+09 485.38 397.81 0.46447 0.67106
1e+09 800.28 930.63 0.78733 1.2203
1e+09 141.89 263.91 1.6964 1.5968
1e+09 421.76 282.26 1.271 0.99368
1e+09 915.74 679.17 0.80515 0.83695
1e+09 792.21 481.02 1.0801 1.4167
1e+09 959.49 811.51 0.86184 1.0657
1e+09 655.74 935.49 0.53002 0.51799
1e+09 35.712 43.598 1.1843 0.60689
1e+09 849.13 194.7 1.2725 0.41466
1e+09 933.99 255.47 1.6117 1.4317
1e+09 678.74 415.59 1.5474 1.3427
1e+09 757.74 487.61 0.87651 1.3864
1e+09 743.13 680.37 1.098 0.94395
1e+09 392.23 358.31 1.5602 0.76407
1e+09 655.48 209.76 1.4735 0.59879
1e+09 171.19 364.57 1.2817 0.99866
1e+09 706.05 931.79 0.42715 0.62176
1e+09 31.833 604.82 1.5213 1.4482
1e+09 276.92 383.61 0.04622 0.66305
1e+09 46.171 938.33 1.8487 1.0894
1e+09 97.132 975.16 0.68938 0.14149
1e+09 823.46 963.97 0.71985 1.1194
1e+09 694.83 257.96 1.7298 1.8758
1e+09 317.1 373.58 0.28592 1.108
1e+09 950.22 524.27 0.17328 0.095928
1e+09 34.446 284.83 1.8086 1.8013
1e+09 438.74 292.17 1.9551 1.1826
1e+09 381.56 563.53 0.18513 0.60381
1e+09 765.52 178.7 1.0805 0.85404
1e+09 795.2 817.13 0.21923 0.12829
1e+09 186.87 245.51 0.84744 0.36325
1e+09 489.76 237.51 1.607 0.15717
1e+09 445.59 273.59 0.22477 0.72554
1e+09 646.31 825.04 0.090563 0.65352
1e+09 709.36 803.28 0.30751 1.1069
1e+09 754.69 748.43 1.2062 0.77643
1e+09 276.03 883 1.5752 0.0024836
1e+09 679.7 922.92 0.2369 1.3177
1e+09 655.1 878.84 1.5766 1.675
1e+09 162.61 356.72 1.4628 0.30291
1e+09 119 486.78 1.9594 0.99482
1e+09 498.36 317.39 1.2571 0.98648
1e+09 959.74 179.78 0.65878 0.0023225
1e+09 340.39 84.12 1.7629 1.8034
1e+09 585.27 250.63 0.22102 1.8495
1e+09 223.81 636.64 0.70218 1.0884
1e+09 751.27 380 1.3 0.99069
1e+09 255.1 835.58 1.5658 1.0294
1e+09 505.96 891.44 0.42712 1.5684
1e+09 699.08 814.87 1.853 0.94671
1e+09 890.9 698.21 1.5171 1.0294
1e+09 959.29 858.59 0.55051 1.1623
1e+09 547.22 542.59 0.58592 0.95867
1e+09 138.62 771.31 0.97212 0.036204
1e+09 149.29 583.02 1.273 1.9779
1e+09 257.51 950.74 1.9107 0.93271
1e+09 840.72 773.52 1.4335 0.34757
1e+09 254.28 776.65 0.35819 1.7585
1e+09 814.28 287.68 0.0099376 1.3783
1e+09 243.52 440.97 1.6948 0.96761
1e+09 929.26 906.17 1.0326 1.7309
1e+09 349.98 327.48 1.6446 0.54747
1e+09 196.6 444.62 1.599 1.9382
1e+09 251.08 479.53 0.62164 0.84038
1e+09 616.04 735.23 0.79406 0.99481
1e+09 473.29 15.069 1.5982 0.4909
1e+09 351.66 70.638 1.5061 0.019691
1e+09 830.83 697.66 1.8108 1.4436
1e+09 585.26 338.62 1.1147 0.10514
1e+09 549.72 989.65 1.8689 1.7284
1e+09 917.19 68.206 1.0265 0.95586
1e+09 285.84 804.82 1.2376 0.48821
1e+09 757.2 636.86 1.1302 1.2968
1e+09 753.73 950.33 0.41654 1.3427
1e+09 380.45 243.97 1.7152 1.9916
1e+09 567.82 181.11 0.29786 0.53907
1e+09 75.854 286.63 0.58323 0.90768
1e+09 53.95 819.61 1.3658 0.28817
1e+09 530.8 252.6 0.48252 0.34905
1e+09 779.17 581.17 1.5721 1.2565
1e+09 934.01 786.15 0.60637 0.89451
1e+09 129.91 602.71 0.89885 1.3025
1e+09 568.82 994.1 1.8717 0.74955
1e+09 469.39 396.78 0.97953 1.2583
1e+09 11.902 289.04 0.053853 0.71489
1e+09 337.12 298.28 0.70304 1.7348
1e+09 162.18 563.8 0.39246 1.9241
1e+09 794.28 108.99 1.6185 0.65578
1e+09 311.22 257.71 1.8442 0.29743
1e+09 528.53 328.69 1.9992 0.67589
1e+09 165.65 309.76 0.59186 0.41839
1e+09 601.98 247.1 1.2013 0.54802
1e+09 262.97 127.46 1.1225 1.4176
1e+09 654.08 35.068 0.1601 0.020452
1e+09 689.21 619.65 0.93329 1.288
1e+09 748.15 739.71 0.95415 0.88679
1e+09 450.54 114.53 1.549 1.3559
1e+09 83.821 664.96 1.8858 1.4669
1e+09 228.98 68.539 1.4346 1.2838
1e+09 913.34 845.48 0.70381 0.7599
1e+09 152.38 160.27 0.30847 1.977
1e+09 825.82 760.2 0.81165 0.35261
1e+09 538.34 252.82 0.20489 0.071279
1e+09 996.13 338.49 1.4873 1.0383
1e+09 78.176 873.04 0.92996 1.991
1e+09 442.68 758.48 0.32397 0.79957
1e+09 106.65 61.421 0.051964 1.0542
1e+09 961.9 816.55 0.83358 1.9951
1e+09 4.6342 586.14 1.7071 1.9992
1e+09 774.91 309.89 1.2121 1.893
1e+09 817.3 119.01 0.34134 0.45786
1e+09 868.69 711.85 1.4776 1.1604
1e+09 84.436 300.64 0.60173 1.4042
1e+09 399.78 349.23 1.5139 1.7392
1e+09 259.87 233.3 0.6962 0.44218
1e+09 800.07 698.49 1.7323 0.7485
1e+09 431.41 707.52 0.93352 0.8192
1e+09 910.65 591.51 1.3199 0.36326
1e+09 181.85 941.61 0.49781 0.68134
1e+09 263.8 157.55 0.71254 1.3791
1e+09 145.54 742.78 1.2029 0.53149
1e+09 136.07 103.45 1.4799 1.4169
1e+09 869.29 809.63 1.4634 1.9153
1e+09 579.7 602.62 1.0631 0.40744
1e+09 549.86 640.44 0.85727 1.5258
1e+09 144.95 102.04 0.92016 0.50532
1e+09 853.03 849.27 1.3742 0.3967
1e+09 622.06 367.32 1.5657 0.41592
1e+09 350.95 557.25 0.88082 0.10476
1e+09 513.25 769.87 0.076068 0.0464
1e+09 401.81 451.94 0.24928 1.9501
1e+09 75.967 147.81 0.34056 1.4355
1e+09 239.92 272.75 1.7037 0.39463
1e+09 123.32 153.37 0.30239 0.64194
1e+09 183.91 806.51 0.57364 1.4422
1e+09 239.95 550.09 0.09878 1.084
1e+09 417.27 333.29 0.00064348 1.3398
1e+09 49.654 70.438 0.96516 0.20866
1e+09 902.72 48.131 1.6164 0.82942
1e+09 944.79 446.87 1.7646 0.4496
1e+09 490.86 77.741 0.22821 0.085284
1e+09 489.25 771.91 0.75888 1.2314
1e+09 337.72 246.07 1.9798 0.25213
1e+09 900.05 181.2 1.2895 1.5099
1e+09 369.25 538.45 0.84542 0.89698
1e+09 111.2 884.64 1.2419 1.114
1e+09 780.25 754.12 1.1492 1.2321
1e+09 389.74 910.33 1.7859 1.5482
1e+09 241.69 189.92 1.7545 1.2849
1e+09 403.91 106.31 0.2034 0.68211
1e+09 96.455 629.81 0.47612 0.96229
1e+09 131.97 957.53 0.32413 0.80663
1e+09 942.05 695.55 0.43768 0.77172
1e+09 956.13 885.92 1.8912 1.732
1e+09 575.21 84.169 0.056947 1.5784
1e+09 59.78 841.29 1.4516 1.8221
1e+09 234.78 25.504 1.2815 0.35215
1e+09 353.16 724.35 1.2657 1.0535
1e+09 821.19 278.78 1.2804 1.584
